0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-1.672950005000004015e-02,-1.672950005000004015e-02,-6.729500050000039937e-03,-6.729500050000039937e-03
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-6.729500050000045142e-03,-6.729500050000045142e-03,3.270499949999955067e-03,3.270499949999955067e-03
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-6.729500050000045142e-03,-6.729500050000045142e-03,3.270499949999955067e-03,3.270499949999955067e-03
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-6.672950005000001517e-02,-6.672950005000001517e-02,-5.672950005000001322e-02,-5.672950005000001322e-02
-6.672950005000001517e-02,-6.672950005000001517e-02,-5.672950005000001322e-02,-5.672950005000001322e-02
-5.672950005000002016e-02,-5.672950005000002016e-02,-4.672950005000001822e-02,-4.672950005000001822e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-5.672950005000002016e-02,-5.672950005000002016e-02,-4.672950005000001822e-02,-4.672950005000001822e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.672950005000001517e-02,-6.672950005000001517e-02,-5.672950005000001322e-02,-5.672950005000001322e-02
-6.672950005000001517e-02,-6.672950005000001517e-02,-5.672950005000001322e-02,-5.672950005000001322e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.672950005000001517e-02,-6.672950005000001517e-02,-5.672950005000001322e-02,-5.672950005000001322e-02
-6.672950005000001517e-02,-6.672950005000001517e-02,-5.672950005000001322e-02,-5.672950005000001322e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-5.672950005000002016e-02,-5.672950005000002016e-02,-4.672950005000001822e-02,-4.672950005000001822e-02
-5.672950005000002016e-02,-5.672950005000002016e-02,-4.672950005000001822e-02,-4.672950005000001822e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.672950005000002016e-02,-5.672950005000002016e-02,-4.672950005000001822e-02,-4.672950005000001822e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-5.672950005000002016e-02,-5.672950005000002016e-02,-4.672950005000001822e-02,-4.672950005000001822e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-5.672950005000002016e-02,-5.672950005000002016e-02,-4.672950005000001822e-02,-4.672950005000001822e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.672950005000001517e-02,-6.672950005000001517e-02,-5.672950005000001322e-02,-5.672950005000001322e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-5.672950005000002016e-02,-5.672950005000002016e-02,-4.672950005000001822e-02,-4.672950005000001822e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-6.672950005000001517e-02,-6.672950005000001517e-02,-5.672950005000001322e-02,-5.672950005000001322e-02
-6.672950005000001517e-02,-6.672950005000001517e-02,-5.672950005000001322e-02,-5.672950005000001322e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.672950005000001517e-02,-6.672950005000001517e-02,-5.672950005000001322e-02,-5.672950005000001322e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-6.672950005000001517e-02,-6.672950005000001517e-02,-5.672950005000001322e-02,-5.672950005000001322e-02
-6.672950005000001517e-02,-6.672950005000001517e-02,-5.672950005000001322e-02,-5.672950005000001322e-02
-6.672950005000001517e-02,-6.672950005000001517e-02,-5.672950005000001322e-02,-5.672950005000001322e-02
-6.672950005000001517e-02,-6.672950005000001517e-02,-5.672950005000001322e-02,-5.672950005000001322e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-6.672950005000001517e-02,-6.672950005000001517e-02,-5.672950005000001322e-02,-5.672950005000001322e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.672950005000001517e-02,-6.672950005000001517e-02,-5.672950005000001322e-02,-5.672950005000001322e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-6.672950005000001517e-02,-6.672950005000001517e-02,-5.672950005000001322e-02,-5.672950005000001322e-02
-6.672950005000001517e-02,-6.672950005000001517e-02,-5.672950005000001322e-02,-5.672950005000001322e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-8.672950005000000517e-02,-8.672950005000000517e-02,-7.672950005000001017e-02,-7.672950005000001017e-02
-6.672950005000001517e-02,-6.672950005000001517e-02,-5.672950005000001322e-02,-5.672950005000001322e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-6.672950005000001517e-02,-6.672950005000001517e-02,-5.672950005000001322e-02,-5.672950005000001322e-02
-8.672950005000000517e-02,-8.672950005000000517e-02,-7.672950005000001017e-02,-7.672950005000001017e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-8.672950005000000517e-02,-8.672950005000000517e-02,-7.672950005000001017e-02,-7.672950005000001017e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
-6.672950005000001517e-02,-6.672950005000001517e-02,-5.672950005000001322e-02,-5.672950005000001322e-02
-8.672950005000000517e-02,-8.672950005000000517e-02,-7.672950005000001017e-02,-7.672950005000001017e-02
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-6.672950005000001517e-02,-6.672950005000001517e-02,-5.672950005000001322e-02,-5.672950005000001322e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.672950005000000018e-02,-9.672950005000000018e-02,-8.672950005000000517e-02,-8.672950005000000517e-02
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
